"V1" "V2"
0.0434317404869944 0.909528884338215
0.267464925767854 0.243065464543179
0.290070279268548 0.0310462324414402
0.0484409409109503 0.140728624537587
0.837428090861067 0.801575141958892
0.536069279536605 0.727645777631551
0.629429638152942 0.287271736655384
0.214333206415176 0.777523620985448
0.596347581828013 0.391198141034693
0.329673280473799 0.556523475097492
0.252166244899854 0.238296781433746
0.0373724533710629 0.457186332670972
0.0723128432873636 0.822085325838998
0.940219555748627 0.255385347176343
0.713967504911125 0.412864326499403
0.130864728009328 0.848135567968711
0.823183674598113 0.862442017765716
0.94740960537456 0.161815698258579
0.603282917523757 0.717257208423689
0.139880165690556 0.169323948677629
0.317750177811831 0.00500416103750467
0.712577070808038 0.684771976200864
0.561914418824017 0.704388662707061
0.129995397292078 0.257213421631604
0.714476149063557 0.158952846657485
0.0494605519343168 0.773028935538605
0.362412197282538 0.258244451833889
0.82497060042806 0.145450710318983
0.400644754525274 0.114984808024019
0.241610275581479 0.399715385399759
0.956561823608354 0.597605385119095
0.643527243053541 0.593799460679293
0.343422015197575 0.940140194492415
0.687722277129069 0.664891211781651
0.0705119725316763 0.89184083766304
0.111382944509387 0.981423703255132
0.447815845021978 0.939413635060191
0.729480148525909 0.527267217403278
0.211724132066593 0.635747890919447
0.927049865713343 0.15368867921643
0.771781271789223 0.245781351113692
0.230968529358506 0.160571950720623
0.187205774709582 0.678283612243831
0.123553552897647 0.811454343376681
0.201443935977295 0.680194824002683
0.0209347656928003 0.932241386268288
0.443479504203424 0.00298463762737811
0.370211182394996 0.774935733759776
0.241965642897412 0.520016569411382
0.728507979074493 0.564574322197586
0.466755839297548 0.150710343150422
0.785507454536855 0.296082089422271
0.42473612097092 0.104080759454519
0.70113223255612 0.737973605282605
0.410250013694167 0.641534965252504
0.223513395292684 0.0405459720641375
0.586644586874172 0.775864936411381
0.676459464244545 0.292401007143781
0.902205621125177 0.498431363375857
0.835749867837876 0.11462001176551
0.874640200752765 0.561665495624766
0.574653531890363 0.394195645814762
0.660040883813053 0.537136055063456
0.907678271876648 0.143961749970913
0.237216208595783 0.803984250174835
0.586409171111882 0.639000779017806
0.937911590095609 0.710772140650079
0.0377126084640622 0.648751539178193
0.890394955407828 0.00857088970951736
0.289658885449171 0.0730979789514095
0.331410307670012 0.168204097310081
0.142792805563658 0.872571160085499
0.526635730406269 0.681178220082074
0.353782759746537 0.995516871567816
0.714472664287314 0.154442804167047
0.497280147159472 0.24545510718599
0.0144149647094309 0.265148450853303
0.591446893988177 0.361148840747774
0.35394692607224 0.320662985090166
0.0284308129921556 0.0309643843211234
0.931423728354275 0.978171567665413
0.873899384168908 0.192934612743556
0.157171390019357 0.235311371507123
0.944078287109733 0.637322736671194
0.136445294134319 0.299715558532625
0.574573958525434 0.877653954317793
